model,ae_bottleneck,quant,roi,sample_id,frame_id,n_inview,n_inview_veh,n_inview_ped,payload_bytes,n_pred,tp,fp,fn,tp_veh,fp_veh,fn_veh,tp_ped,fp_ped,fn_ped,loc_err_sum,loc_err_sq_sum,loc_err_sum_veh,loc_err_sum_ped,conf_00,conf_01,conf_02,conf_10,conf_11,conf_12,conf_20,conf_21,conf_22
ae128,128,per_channel_uint8,0.0,moving_ego_pps200000_low_8loops_stride2_000002_frame82048,82048,0,0,0,349292,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,913484,1623,169,978,5069,0,62,134,81
ae128,128,per_channel_uint8,0.3,moving_ego_pps200000_low_8loops_stride2_000002_frame82048,82048,0,0,0,252888,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,913349,1735,192,916,5131,0,54,136,87
ae128,128,per_channel_uint8,0.5,moving_ego_pps200000_low_8loops_stride2_000002_frame82048,82048,0,0,0,197750,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,913056,1945,275,1160,4887,0,33,146,98
ae128,128,per_channel_uint8,0.7,moving_ego_pps200000_low_8loops_stride2_000002_frame82048,82048,0,0,0,134174,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,913044,1944,288,1163,4884,0,31,145,101
ae128,128,per_channel_uint8,0.9,moving_ego_pps200000_low_8loops_stride2_000002_frame82048,82048,0,0,0,67511,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,370768,544154,354,771,5162,114,73,157,47
ae128,128,per_channel_uint8,0.98,moving_ego_pps200000_low_8loops_stride2_000002_frame82048,82048,0,0,0,25948,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,123831,791445,0,54,5993,0,0,277,0
ae128,128,per_channel_uint6,0.0,moving_ego_pps200000_low_8loops_stride2_000002_frame82048,82048,0,0,0,267768,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,913481,1623,172,982,5065,0,58,135,84
ae128,128,per_channel_uint6,0.3,moving_ego_pps200000_low_8loops_stride2_000002_frame82048,82048,0,0,0,193486,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,913343,1732,201,914,5133,0,55,136,86
ae128,128,per_channel_uint6,0.5,moving_ego_pps200000_low_8loops_stride2_000002_frame82048,82048,0,0,0,152811,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,913073,1935,268,1173,4874,0,36,144,97
ae128,128,per_channel_uint6,0.7,moving_ego_pps200000_low_8loops_stride2_000002_frame82048,82048,0,0,0,104517,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,913087,1906,283,1211,4836,0,34,144,99
ae128,128,per_channel_uint6,0.9,moving_ego_pps200000_low_8loops_stride2_000002_frame82048,82048,0,0,0,53490,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,430986,483895,395,875,5045,127,74,150,53
ae128,128,per_channel_uint6,0.98,moving_ego_pps200000_low_8loops_stride2_000002_frame82048,82048,0,0,0,21884,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,125403,789873,0,28,6019,0,0,277,0
