time,rnti,frame,slot,lcid,data_size,tx_list_occupancy
20:05:16.174930,28730,856,15,1,0,0
20:05:16.174932,28730,856,15,4,3,0
20:05:16.238599,28730,861,16,1,0,0
20:05:16.238600,28730,861,16,4,3,0
20:05:16.309132,28730,867,5,1,0,0
20:05:16.309133,28730,867,5,4,3,0
20:05:16.368953,28730,872,6,1,0,0
20:05:16.368955,28730,872,6,4,3,0
20:05:16.424303,28730,877,14,1,0,0
20:05:16.424305,28730,877,14,4,3,0
20:05:16.493197,749,883,15,1,0,0
20:05:16.493199,749,883,15,4,3,0
20:05:16.540029,28730,888,6,1,0,0
20:05:16.540031,28730,888,6,4,3,0
20:05:16.549977,749,889,5,1,0,0
20:05:16.549979,749,889,5,4,3,0
20:05:16.575318,749,891,14,1,0,0
20:05:16.575320,749,891,14,4,3,0
20:05:16.601571,749,894,4,1,0,0
20:05:16.601573,749,894,4,4,3,0
20:05:16.660698,28730,899,4,1,0,0
20:05:16.660700,28730,899,4,4,3,0
20:05:16.722753,749,904,5,1,0,0
20:05:16.722755,749,904,5,4,3,0
20:05:16.789664,28730,909,14,1,0,0
20:05:16.789666,28730,909,14,4,3,0
20:05:16.851941,749,914,16,1,0,0
20:05:16.851943,749,914,16,4,3,0
20:05:16.918499,28730,920,4,1,0,0
20:05:16.918501,28730,920,4,4,3,0
20:05:16.981835,749,925,6,1,0,0
20:05:16.981837,749,925,6,4,3,0
20:05:17.042863,28730,930,5,1,0,0
20:05:17.042865,28730,930,5,4,3,0
20:05:17.109245,749,935,14,1,0,0
20:05:17.109246,749,935,14,4,3,0
20:05:17.139963,749,938,4,1,0,0
20:05:17.139964,749,938,4,4,3,0
20:05:17.171271,749,940,15,1,0,0
20:05:17.171272,749,940,15,4,3,0
20:05:17.171871,28730,940,16,1,0,0
20:05:17.171872,28730,940,16,4,3,0
20:05:17.360019,749,950,16,1,0,0
20:05:17.360021,749,950,16,4,3,0
20:05:17.366103,28730,951,6,1,0,0
20:05:17.366104,28730,951,6,4,3,0
20:05:17.389272,749,953,4,1,0,0
20:05:17.389273,749,953,4,4,3,0
