wall_time_iso,elapsed_s,run_id,run_group,stream_id,frame_id,carla_timestamp,actor_id,type_id,role_name,class_name,world_x,world_y,world_z,origin_x,origin_y,origin_z,yaw_deg,length_m,width_m,height_m,distance_m,in_camera_frustum,projected_x,projected_y,bbox_x1,bbox_y1,bbox_x2,bbox_y2
2026-07-15T16:33:26.685,5.8261740889865905,20260715_163320_front_fusion_ego_1307,parked_val_noae2,fusion_ego_1307,5090965,71168.0015511039,1375,vehicle.nissan.patrol,autopilot,vehicle,73.39364968582052,66.35880376612523,0.9718461290858296,73.42696380615234,66.35861206054688,-0.038218218833208084,-179.93763732910156,5.591163635253906,2.1466238498687744,2.05902099609375,142.04636041226232,0,-38.803943951194185,227.70213104827974,-57.46361365347974,223.77830011142458,-20.76842393122513,231.74429538030557
2026-07-15T16:33:26.685,5.8261740889865905,20260715_163320_front_fusion_ego_1307,parked_val_noae2,fusion_ego_1307,5090965,71168.0015511039,1374,vehicle.nissan.patrol,autopilot,vehicle,-48.56698653715736,85.87828398285495,1.213345284129508,-48.5635871887207,85.85771179199219,0.20294690132141113,89.81927490234375,5.591163635253906,2.1466238498687744,2.05902099609375,85.75196993686805,1,416.91934654998926,225.90042993464152,413.3808767691468,222.75257775354223,420.2330545564808,229.25276301837053
2026-07-15T16:33:26.685,5.8261740889865905,20260715_163320_front_fusion_ego_1307,parked_val_noae2,fusion_ego_1307,5090965,71168.0015511039,1373,vehicle.dodge.charger,autopilot,vehicle,80.0081596496621,16.909235373837795,0.7921543032258159,79.99662780761719,16.904054641723633,0.02944989502429962,-179.84146118164062,5.006043434143066,1.8809516429901123,1.540313720703125,133.37159272652525,0,-1476.4891339373826,244.51391419636835,-1629.3351078713322,232.73468808630054,-1340.0563175964753,257.5611553699674
2026-07-15T16:33:26.685,5.8261740889865905,20260715_163320_front_fusion_ego_1307,parked_val_noae2,fusion_ego_1307,5090965,71168.0015511039,1372,vehicle.nissan.patrol,autopilot,vehicle,-3.738217955491167,28.11731190725868,0.9373708251381201,-3.7674989700317383,28.093746185302734,-0.07254353165626526,0.14841100573539734,5.591163635253906,2.1466238498687744,2.05902099609375,56.028798821278485,1,1.0767486400512212,234.75950619004752,-41.92029613672565,225.2918990750215,40.80981814656735,244.69781413541048
2026-07-15T16:33:26.685,5.8261740889865905,20260715_163320_front_fusion_ego_1307,parked_val_noae2,fusion_ego_1307,5090965,71168.0015511039,1371,vehicle.ambulance.ford,autopilot,vehicle,45.49011130960617,13.426823586462701,1.204708505180113,45.20478057861328,13.40760326385498,-0.012739434838294983,-179.8547821044922,6.356935024261475,2.3511743545532227,2.431001663208008,98.69048790848151,0,-1354.1424710337958,242.7658081144973,-1594.7270635402226,219.55922732118907,-1153.4369827203923,268.7883182964672
2026-07-15T16:33:26.685,5.8261740889865905,20260715_163320_front_fusion_ego_1307,parked_val_noae2,fusion_ego_1307,5090965,71168.0015511039,1370,vehicle.dodge.charger,autopilot,vehicle,61.76668131908255,16.905616074102266,0.8515759392704292,61.756202697753906,16.904878616333008,0.08883912861347198,-179.83758544921875,5.006043434143066,1.8809516429901123,1.540313720703125,115.29626953520106,0,-1219.639350546641,243.72884360438846,-1357.9883527111797,231.92404761557,-1096.2561549439536,256.8017118753053
2026-07-15T16:33:26.685,5.8261740889865905,20260715_163320_front_fusion_ego_1307,parked_val_noae2,fusion_ego_1307,5090965,71168.0015511039,1367,vehicle.carlacola.actors,autopilot,vehicle,26.620640578734328,-57.41707704684405,2.009160114926188,26.626737594604492,-57.396697998046875,-0.018416497856378555,-0.015732435509562492,8.003673553466797,2.9117815494537354,4.054566383361816,97.72874029051965,0,nan,nan,nan,nan,nan,nan
2026-07-15T16:33:26.685,5.8261740889865905,20260715_163320_front_fusion_ego_1307,parked_val_noae2,fusion_ego_1307,5090965,71168.0015511039,1366,vehicle.mini.cooper,autopilot,vehicle,-75.69010632925418,16.47496441934636,0.964059586573726,-75.72378540039062,16.473905563354492,0.07565723359584808,-179.83680725097656,4.55255126953125,2.0955777168273926,1.7724559307098389,28.513184119768447,1,782.4967747301787,243.08047068487795,727.3601240263687,229.20977282518564,845.7891512978852,258.76518571718344
2026-07-15T16:33:26.685,5.8261740889865905,20260715_163320_front_fusion_ego_1307,parked_val_noae2,fusion_ego_1307,5090965,71168.0015511039,1368,vehicle.carlacola.actors,autopilot,vehicle,-52.093444322639684,82.90770963185193,2.145502988922149,-52.06779861450195,82.90194702148438,0.11798516660928726,89.83633422851562,8.003673553466797,2.9117815494537354,4.054566383361816,82.69337227873395,1,427.06061534792025,223.22382935082035,422.41873919035476,216.6217653041878,431.7229655698201,229.49789449421138
2026-07-15T16:33:26.685,5.8261740889865905,20260715_163320_front_fusion_ego_1307,parked_val_noae2,fusion_ego_1307,5090965,71168.0015511039,1376,vehicle.taxi.ford,autopilot,vehicle,-76.21427877401202,24.47330959159036,0.7679892992968096,-76.3893814086914,24.471521377563477,-0.0015302540268748999,0.1597176045179367,5.354491233825684,1.7890609502792358,1.575230598449707,34.09452387309398,1,670.8584048943583,238.3806997126258,635.3755832076212,229.92886276417636,709.267042154348,247.44871327589618
