profile_id,seed,step_index,interval_start_s,interval_end_s,state_index,state,target_snr_db
FAVORABLE_STABLE,2026082101,0,0.0,0.1,2,FAVORABLE,21.991964
FAVORABLE_STABLE,2026082101,1,0.1,0.2,2,FAVORABLE,21.516954
FAVORABLE_STABLE,2026082101,2,0.2,0.3,2,FAVORABLE,24.106830
FAVORABLE_STABLE,2026082101,3,0.3,0.4,2,FAVORABLE,24.200767
FAVORABLE_STABLE,2026082101,4,0.4,0.5,2,FAVORABLE,20.873138
FAVORABLE_STABLE,2026082101,5,0.5,0.6,2,FAVORABLE,22.787015
FAVORABLE_STABLE,2026082101,6,0.6,0.7,2,FAVORABLE,20.936628
FAVORABLE_STABLE,2026082101,7,0.7,0.8,2,FAVORABLE,23.682351
FAVORABLE_STABLE,2026082101,8,0.8,0.9,2,FAVORABLE,22.099168
FAVORABLE_STABLE,2026082101,9,0.9,1.0,2,FAVORABLE,20.503791
FAVORABLE_STABLE,2026082101,10,1.0,1.1,2,FAVORABLE,22.388671
FAVORABLE_STABLE,2026082101,11,1.1,1.2,2,FAVORABLE,23.218336
FAVORABLE_STABLE,2026082101,12,1.2,1.3,2,FAVORABLE,21.458934
FAVORABLE_STABLE,2026082101,13,1.3,1.4,2,FAVORABLE,22.818799
FAVORABLE_STABLE,2026082101,14,1.4,1.5,2,FAVORABLE,22.272215
FAVORABLE_STABLE,2026082101,15,1.5,1.6,2,FAVORABLE,20.534405
FAVORABLE_STABLE,2026082101,16,1.6,1.7,2,FAVORABLE,20.181699
FAVORABLE_STABLE,2026082101,17,1.7,1.8,2,FAVORABLE,22.929269
FAVORABLE_STABLE,2026082101,18,1.8,1.9,2,FAVORABLE,19.990856
FAVORABLE_STABLE,2026082101,19,1.9,2.0,2,FAVORABLE,22.776535
FAVORABLE_STABLE,2026082101,20,2.0,2.1,2,FAVORABLE,22.637599
FAVORABLE_STABLE,2026082101,21,2.1,2.2,2,FAVORABLE,22.338653
FAVORABLE_STABLE,2026082101,22,2.2,2.3,2,FAVORABLE,21.814872
FAVORABLE_STABLE,2026082101,23,2.3,2.4,2,FAVORABLE,22.447965
FAVORABLE_STABLE,2026082101,24,2.4,2.5,2,FAVORABLE,22.904044
FAVORABLE_STABLE,2026082101,25,2.5,2.6,2,FAVORABLE,22.559815
FAVORABLE_STABLE,2026082101,26,2.6,2.7,2,FAVORABLE,22.874718
FAVORABLE_STABLE,2026082101,27,2.7,2.8,2,FAVORABLE,22.041768
FAVORABLE_STABLE,2026082101,28,2.8,2.9,2,FAVORABLE,23.628846
FAVORABLE_STABLE,2026082101,29,2.9,3.0,2,FAVORABLE,22.277287
FAVORABLE_STABLE,2026082101,30,3.0,3.1,2,FAVORABLE,23.515942
FAVORABLE_STABLE,2026082101,31,3.1,3.2,2,FAVORABLE,22.953123
FAVORABLE_STABLE,2026082101,32,3.2,3.3,2,FAVORABLE,23.963003
FAVORABLE_STABLE,2026082101,33,3.3,3.4,2,FAVORABLE,21.951638
FAVORABLE_STABLE,2026082101,34,3.4,3.5,2,FAVORABLE,22.059088
FAVORABLE_STABLE,2026082101,35,3.5,3.6,2,FAVORABLE,21.622592
FAVORABLE_STABLE,2026082101,36,3.6,3.7,2,FAVORABLE,22.441425
FAVORABLE_STABLE,2026082101,37,3.7,3.8,2,FAVORABLE,22.610266
FAVORABLE_STABLE,2026082101,38,3.8,3.9,2,FAVORABLE,21.527858
FAVORABLE_STABLE,2026082101,39,3.9,4.0,2,FAVORABLE,23.613121
FAVORABLE_STABLE,2026082101,40,4.0,4.1,2,FAVORABLE,23.515759
FAVORABLE_STABLE,2026082101,41,4.1,4.2,2,FAVORABLE,20.281265
FAVORABLE_STABLE,2026082101,42,4.2,4.3,2,FAVORABLE,22.538027
FAVORABLE_STABLE,2026082101,43,4.3,4.4,2,FAVORABLE,21.691028
FAVORABLE_STABLE,2026082101,44,4.4,4.5,2,FAVORABLE,22.117135
FAVORABLE_STABLE,2026082101,45,4.5,4.6,2,FAVORABLE,23.739391
FAVORABLE_STABLE,2026082101,46,4.6,4.7,2,FAVORABLE,23.246546
FAVORABLE_STABLE,2026082101,47,4.7,4.8,2,FAVORABLE,22.056276
FAVORABLE_STABLE,2026082101,48,4.8,4.9,2,FAVORABLE,21.278696
FAVORABLE_STABLE,2026082101,49,4.9,5.0,2,FAVORABLE,22.963184
FAVORABLE_STABLE,2026082101,50,5.0,5.1,2,FAVORABLE,21.201441
FAVORABLE_STABLE,2026082101,51,5.1,5.2,2,FAVORABLE,22.860292
FAVORABLE_STABLE,2026082101,52,5.2,5.3,2,FAVORABLE,22.084309
FAVORABLE_STABLE,2026082101,53,5.3,5.4,2,FAVORABLE,21.219554
FAVORABLE_STABLE,2026082101,54,5.4,5.5,2,FAVORABLE,20.713774
FAVORABLE_STABLE,2026082101,55,5.5,5.6,2,FAVORABLE,23.157879
FAVORABLE_STABLE,2026082101,56,5.6,5.7,2,FAVORABLE,22.254433
FAVORABLE_STABLE,2026082101,57,5.7,5.8,2,FAVORABLE,22.050824
FAVORABLE_STABLE,2026082101,58,5.8,5.9,2,FAVORABLE,22.071484
FAVORABLE_STABLE,2026082101,59,5.9,6.0,2,FAVORABLE,21.025078
FAVORABLE_STABLE,2026082101,60,6.0,6.1,2,FAVORABLE,22.094662
FAVORABLE_STABLE,2026082101,61,6.1,6.2,2,FAVORABLE,21.704017
FAVORABLE_STABLE,2026082101,62,6.2,6.3,2,FAVORABLE,22.495601
FAVORABLE_STABLE,2026082101,63,6.3,6.4,2,FAVORABLE,23.136631
FAVORABLE_STABLE,2026082101,64,6.4,6.5,2,FAVORABLE,21.240013
FAVORABLE_STABLE,2026082101,65,6.5,6.6,2,FAVORABLE,22.901560
FAVORABLE_STABLE,2026082101,66,6.6,6.7,2,FAVORABLE,22.506846
FAVORABLE_STABLE,2026082101,67,6.7,6.8,2,FAVORABLE,21.608346
FAVORABLE_STABLE,2026082101,68,6.8,6.9,2,FAVORABLE,23.067976
FAVORABLE_STABLE,2026082101,69,6.9,7.0,2,FAVORABLE,20.095240
FAVORABLE_STABLE,2026082101,70,7.0,7.1,2,FAVORABLE,22.966824
FAVORABLE_STABLE,2026082101,71,7.1,7.2,2,FAVORABLE,20.577281
FAVORABLE_STABLE,2026082101,72,7.2,7.3,2,FAVORABLE,20.005911
FAVORABLE_STABLE,2026082101,73,7.3,7.4,2,FAVORABLE,20.305590
FAVORABLE_STABLE,2026082101,74,7.4,7.5,2,FAVORABLE,22.257790
FAVORABLE_STABLE,2026082101,75,7.5,7.6,2,FAVORABLE,23.263525
FAVORABLE_STABLE,2026082101,76,7.6,7.7,2,FAVORABLE,23.864776
FAVORABLE_STABLE,2026082101,77,7.7,7.8,2,FAVORABLE,22.940989
FAVORABLE_STABLE,2026082101,78,7.8,7.9,2,FAVORABLE,22.379965
FAVORABLE_STABLE,2026082101,79,7.9,8.0,2,FAVORABLE,21.041062
FAVORABLE_STABLE,2026082101,80,8.0,8.1,2,FAVORABLE,23.592502
FAVORABLE_STABLE,2026082101,81,8.1,8.2,1,INTERMEDIATE,17.069696
FAVORABLE_STABLE,2026082101,82,8.2,8.3,1,INTERMEDIATE,16.814361
FAVORABLE_STABLE,2026082101,83,8.3,8.4,1,INTERMEDIATE,16.172056
FAVORABLE_STABLE,2026082101,84,8.4,8.5,1,INTERMEDIATE,16.907236
FAVORABLE_STABLE,2026082101,85,8.5,8.6,1,INTERMEDIATE,17.068090
FAVORABLE_STABLE,2026082101,86,8.6,8.7,1,INTERMEDIATE,16.482002
FAVORABLE_STABLE,2026082101,87,8.7,8.8,1,INTERMEDIATE,17.446877
FAVORABLE_STABLE,2026082101,88,8.8,8.9,1,INTERMEDIATE,17.297374
FAVORABLE_STABLE,2026082101,89,8.9,9.0,1,INTERMEDIATE,17.542475
FAVORABLE_STABLE,2026082101,90,9.0,9.1,1,INTERMEDIATE,15.658396
FAVORABLE_STABLE,2026082101,91,9.1,9.2,1,INTERMEDIATE,16.420936
FAVORABLE_STABLE,2026082101,92,9.2,9.3,1,INTERMEDIATE,16.319600
FAVORABLE_STABLE,2026082101,93,9.3,9.4,1,INTERMEDIATE,17.129298
FAVORABLE_STABLE,2026082101,94,9.4,9.5,2,FAVORABLE,21.865632
FAVORABLE_STABLE,2026082101,95,9.5,9.6,2,FAVORABLE,21.566385
FAVORABLE_STABLE,2026082101,96,9.6,9.7,2,FAVORABLE,21.949110
FAVORABLE_STABLE,2026082101,97,9.7,9.8,2,FAVORABLE,22.193296
FAVORABLE_STABLE,2026082101,98,9.8,9.9,2,FAVORABLE,21.467488
FAVORABLE_STABLE,2026082101,99,9.9,10.0,2,FAVORABLE,21.694831
FAVORABLE_STABLE,2026082101,100,10.0,10.1,2,FAVORABLE,21.794330
FAVORABLE_STABLE,2026082101,101,10.1,10.2,2,FAVORABLE,20.711053
FAVORABLE_STABLE,2026082101,102,10.2,10.3,2,FAVORABLE,22.055154
FAVORABLE_STABLE,2026082101,103,10.3,10.4,2,FAVORABLE,22.327878
FAVORABLE_STABLE,2026082101,104,10.4,10.5,2,FAVORABLE,21.674126
FAVORABLE_STABLE,2026082101,105,10.5,10.6,2,FAVORABLE,22.047321
FAVORABLE_STABLE,2026082101,106,10.6,10.7,2,FAVORABLE,23.076607
FAVORABLE_STABLE,2026082101,107,10.7,10.8,2,FAVORABLE,20.497864
FAVORABLE_STABLE,2026082101,108,10.8,10.9,2,FAVORABLE,21.625386
FAVORABLE_STABLE,2026082101,109,10.9,11.0,2,FAVORABLE,22.128882
FAVORABLE_STABLE,2026082101,110,11.0,11.1,2,FAVORABLE,22.665507
FAVORABLE_STABLE,2026082101,111,11.1,11.2,2,FAVORABLE,22.988372
FAVORABLE_STABLE,2026082101,112,11.2,11.3,1,INTERMEDIATE,16.003559
FAVORABLE_STABLE,2026082101,113,11.3,11.4,1,INTERMEDIATE,14.770791
FAVORABLE_STABLE,2026082101,114,11.4,11.5,1,INTERMEDIATE,15.800238
FAVORABLE_STABLE,2026082101,115,11.5,11.6,1,INTERMEDIATE,16.581041
FAVORABLE_STABLE,2026082101,116,11.6,11.7,1,INTERMEDIATE,18.584755
FAVORABLE_STABLE,2026082101,117,11.7,11.8,1,INTERMEDIATE,16.197863
FAVORABLE_STABLE,2026082101,118,11.8,11.9,1,INTERMEDIATE,16.527169
FAVORABLE_STABLE,2026082101,119,11.9,12.0,1,INTERMEDIATE,17.591793
FAVORABLE_STABLE,2026082101,120,12.0,12.1,1,INTERMEDIATE,15.299300
FAVORABLE_STABLE,2026082101,121,12.1,12.2,1,INTERMEDIATE,15.991103
FAVORABLE_STABLE,2026082101,122,12.2,12.3,2,FAVORABLE,21.888910
FAVORABLE_STABLE,2026082101,123,12.3,12.4,2,FAVORABLE,20.282240
FAVORABLE_STABLE,2026082101,124,12.4,12.5,1,INTERMEDIATE,15.092143
FAVORABLE_STABLE,2026082101,125,12.5,12.6,2,FAVORABLE,21.499105
FAVORABLE_STABLE,2026082101,126,12.6,12.7,2,FAVORABLE,23.488677
FAVORABLE_STABLE,2026082101,127,12.7,12.8,2,FAVORABLE,21.123499
FAVORABLE_STABLE,2026082101,128,12.8,12.9,2,FAVORABLE,21.805378
FAVORABLE_STABLE,2026082101,129,12.9,13.0,2,FAVORABLE,22.110411
FAVORABLE_STABLE,2026082101,130,13.0,13.1,2,FAVORABLE,22.269837
FAVORABLE_STABLE,2026082101,131,13.1,13.2,2,FAVORABLE,20.697100
FAVORABLE_STABLE,2026082101,132,13.2,13.3,2,FAVORABLE,21.735507
FAVORABLE_STABLE,2026082101,133,13.3,13.4,2,FAVORABLE,23.215465
FAVORABLE_STABLE,2026082101,134,13.4,13.5,2,FAVORABLE,20.686903
FAVORABLE_STABLE,2026082101,135,13.5,13.6,2,FAVORABLE,20.844013
FAVORABLE_STABLE,2026082101,136,13.6,13.7,2,FAVORABLE,22.149937
FAVORABLE_STABLE,2026082101,137,13.7,13.8,2,FAVORABLE,22.577907
FAVORABLE_STABLE,2026082101,138,13.8,13.9,2,FAVORABLE,21.779924
FAVORABLE_STABLE,2026082101,139,13.9,14.0,2,FAVORABLE,22.311295
FAVORABLE_STABLE,2026082101,140,14.0,14.1,2,FAVORABLE,23.086746
FAVORABLE_STABLE,2026082101,141,14.1,14.2,2,FAVORABLE,22.868504
FAVORABLE_STABLE,2026082101,142,14.2,14.3,2,FAVORABLE,23.345717
FAVORABLE_STABLE,2026082101,143,14.3,14.4,1,INTERMEDIATE,18.629299
FAVORABLE_STABLE,2026082101,144,14.4,14.5,1,INTERMEDIATE,16.738797
FAVORABLE_STABLE,2026082101,145,14.5,14.6,1,INTERMEDIATE,14.331692
FAVORABLE_STABLE,2026082101,146,14.6,14.7,1,INTERMEDIATE,17.129988
FAVORABLE_STABLE,2026082101,147,14.7,14.8,1,INTERMEDIATE,17.558613
FAVORABLE_STABLE,2026082101,148,14.8,14.9,1,INTERMEDIATE,17.188857
FAVORABLE_STABLE,2026082101,149,14.9,15.0,1,INTERMEDIATE,16.076894
FAVORABLE_STABLE,2026082101,150,15.0,15.1,1,INTERMEDIATE,16.222769
FAVORABLE_STABLE,2026082101,151,15.1,15.2,1,INTERMEDIATE,18.207212
FAVORABLE_STABLE,2026082101,152,15.2,15.3,0,ADVERSE,9.988219
FAVORABLE_STABLE,2026082101,153,15.3,15.4,0,ADVERSE,10.442434
FAVORABLE_STABLE,2026082101,154,15.4,15.5,1,INTERMEDIATE,17.989079
FAVORABLE_STABLE,2026082101,155,15.5,15.6,1,INTERMEDIATE,16.996946
FAVORABLE_STABLE,2026082101,156,15.6,15.7,1,INTERMEDIATE,16.868851
FAVORABLE_STABLE,2026082101,157,15.7,15.8,0,ADVERSE,10.738518
FAVORABLE_STABLE,2026082101,158,15.8,15.9,0,ADVERSE,9.983547
FAVORABLE_STABLE,2026082101,159,15.9,16.0,0,ADVERSE,9.710003
FAVORABLE_STABLE,2026082101,160,16.0,16.1,0,ADVERSE,11.240109
FAVORABLE_STABLE,2026082101,161,16.1,16.2,0,ADVERSE,12.288495
FAVORABLE_STABLE,2026082101,162,16.2,16.3,0,ADVERSE,11.188618
FAVORABLE_STABLE,2026082101,163,16.3,16.4,0,ADVERSE,10.431168
FAVORABLE_STABLE,2026082101,164,16.4,16.5,0,ADVERSE,11.960814
FAVORABLE_STABLE,2026082101,165,16.5,16.6,0,ADVERSE,10.971171
FAVORABLE_STABLE,2026082101,166,16.6,16.7,0,ADVERSE,10.297715
FAVORABLE_STABLE,2026082101,167,16.7,16.8,0,ADVERSE,10.665446
FAVORABLE_STABLE,2026082101,168,16.8,16.9,0,ADVERSE,10.743126
FAVORABLE_STABLE,2026082101,169,16.9,17.0,1,INTERMEDIATE,16.248038
FAVORABLE_STABLE,2026082101,170,17.0,17.1,1,INTERMEDIATE,16.479105
FAVORABLE_STABLE,2026082101,171,17.1,17.2,1,INTERMEDIATE,15.830977
FAVORABLE_STABLE,2026082101,172,17.2,17.3,1,INTERMEDIATE,17.001566
FAVORABLE_STABLE,2026082101,173,17.3,17.4,1,INTERMEDIATE,16.777163
FAVORABLE_STABLE,2026082101,174,17.4,17.5,1,INTERMEDIATE,16.149372
FAVORABLE_STABLE,2026082101,175,17.5,17.6,0,ADVERSE,9.527278
FAVORABLE_STABLE,2026082101,176,17.6,17.7,1,INTERMEDIATE,16.449867
FAVORABLE_STABLE,2026082101,177,17.7,17.8,1,INTERMEDIATE,15.849180
FAVORABLE_STABLE,2026082101,178,17.8,17.9,1,INTERMEDIATE,16.231989
FAVORABLE_STABLE,2026082101,179,17.9,18.0,1,INTERMEDIATE,16.011890
FAVORABLE_STABLE,2026082101,180,18.0,18.1,0,ADVERSE,10.368635
FAVORABLE_STABLE,2026082101,181,18.1,18.2,0,ADVERSE,11.475555
FAVORABLE_STABLE,2026082101,182,18.2,18.3,0,ADVERSE,11.598113
FAVORABLE_STABLE,2026082101,183,18.3,18.4,0,ADVERSE,12.226179
FAVORABLE_STABLE,2026082101,184,18.4,18.5,0,ADVERSE,10.651152
FAVORABLE_STABLE,2026082101,185,18.5,18.6,0,ADVERSE,9.758125
FAVORABLE_STABLE,2026082101,186,18.6,18.7,0,ADVERSE,10.024707
FAVORABLE_STABLE,2026082101,187,18.7,18.8,0,ADVERSE,10.344921
FAVORABLE_STABLE,2026082101,188,18.8,18.9,0,ADVERSE,10.619356
FAVORABLE_STABLE,2026082101,189,18.9,19.0,0,ADVERSE,12.193528
FAVORABLE_STABLE,2026082101,190,19.0,19.1,0,ADVERSE,12.200406
FAVORABLE_STABLE,2026082101,191,19.1,19.2,0,ADVERSE,11.896051
FAVORABLE_STABLE,2026082101,192,19.2,19.3,0,ADVERSE,11.329024
FAVORABLE_STABLE,2026082101,193,19.3,19.4,0,ADVERSE,10.423680
FAVORABLE_STABLE,2026082101,194,19.4,19.5,0,ADVERSE,11.126158
FAVORABLE_STABLE,2026082101,195,19.5,19.6,0,ADVERSE,9.667365
FAVORABLE_STABLE,2026082101,196,19.6,19.7,0,ADVERSE,12.291251
FAVORABLE_STABLE,2026082101,197,19.7,19.8,1,INTERMEDIATE,15.243928
FAVORABLE_STABLE,2026082101,198,19.8,19.9,1,INTERMEDIATE,17.935197
FAVORABLE_STABLE,2026082101,199,19.9,20.0,1,INTERMEDIATE,16.553726
FAVORABLE_STABLE,2026082101,200,20.0,20.1,1,INTERMEDIATE,16.339782
FAVORABLE_STABLE,2026082101,201,20.1,20.2,1,INTERMEDIATE,17.866883
